1203171180,4
1203158988,0
1202799381,0
1202250055,0
1202186297,0
1202186296,0
1202186295,0
1202186294,0
1202186292,0
1202186291,0
1202186287,0
1202186286,0
1202186285,0
1202186284,0
1202186282,0
1202186281,0
1202186280,0
1202186279,0
1202186277,0
1202186274,0
1202186269,0
1202186268,0
1202186263,0
1202186251,0
1202186250,5
1202186249,1
1202186248,0
1202186247,0
1202186245,0
1202186244,4
1202186243,1
1202186242,0
1202186241,0
1202186238,5
1202186237,0
1202186236,0
1202186233,0
1202186232,3
1202186231,0
1202186228,0
1202186226,0
1202186225,0
1202186224,0
1202186223,0
1202186222,0
1202186220,0
1202186219,3
1202186217,0
1202186216,0
1201524719,0
1201524718,0
1201524716,0
1201524714,0
1201524712,0
1201524711,0
1201524708,0
1201524706,0
1201524705,0
1201524701,0
1201524700,0
1201524699,0
1201524694,0
1201524693,0
1201524692,0
1201524689,0
1201524686,0
1201524685,0
1201524684,0
1201524681,5
1201524677,0
1201524675,0
1201524674,0
1201524673,0
1201524670,0
1201524669,0
1201524668,0
1201524667,0
1201524663,0
1201524661,0
1201524659,0
1201524656,0
1201524654,0
1201524652,0
1201524651,0
1201524649,0
1201524648,0
1201524647,0
1201524644,0
1201524642,0
1201524637,0
1201524634,0
1201524635,0
1201524632,0
1201524629,0
1201524628,0
1201524625,0
1201524623,0
1201524621,0
1201524619,0
1201524618,0
1201524616,0
1201524613,0
1201524611,0
1201524609,0
1201524608,0
1201524606,0
1201524604,0
1201524601,0
1201524600,0
1201524599,0
1201524597,0
1201524594,0
1201524590,0
1201524589,0
1201524588,0
1201524587,0
1201524586,0
1201524583,0
1201524582,0
1201524580,0
1201524577,0
1201524574,0
1201524573,0
1201524571,0
1201524568,0
1201524567,0
1201524566,0
1201524565,0
1201524561,0
1201524559,0
1201524558,0
1201524555,0
1201524553,0
1201524552,0
1201524551,0
1201524548,0
1201524546,0
1201524545,0
1201524543,0
1201524538,0
1201524537,0
1201524535,0
1201524532,0
1201524531,0
1201524530,0
1201524529,0
1201524527,0
1201524523,0
1201524519,0
1201524518,0
1201524517,0
1201524515,0
1201524513,0
1201524512,0
1201524510,0
1201524507,0
1201524504,0
1201524502,0
1201524501,0
1201524497,0
1201524496,0
1201524494,0
1201524493,0
1201524492,0
1201524491,0
1201524489,0
1201524487,0
1201524488,0
1201524483,0
1201524480,0
1201524479,0
1201524478,0
1201524476,0
1201524473,0
1201524471,0
1201524468,0
1201524465,0
1201524464,0
1201524462,0
1201524460,0
1201524458,0
1201524455,0
1201524453,0
1201524452,0
1201524448,0
1201524447,0
1201524445,0
1201524444,0
1201524443,0
1201524439,0
1201524438,0
1201524435,0
1201524433,0
1201524432,0
1201524430,0
1201524429,0
1201524426,0
1201524424,0
1201524423,0
1201524420,0
1201524416,0
1201524412,0
1201524411,0
1201524410,0
1201524409,0
1201524408,0
1201524407,0
1201524404,0
1201524403,0
1201524402,0
1201524398,0
1201524397,0
1201524392,0
1201524389,0
1201524388,0
1201524387,0
1201524386,0
1201524384,0
1201524383,0
1201524377,0
1201524376,0
1201524375,0
1201524374,0
1201524371,0
1201524369,0
1201524368,0
1201524365,0
1201524364,0
1201524361,0
1201524360,0
1201524359,0
1201524357,0
1201524356,0
1201524354,0
1201524353,0
1201524348,0
1201524347,0
1201524344,0
1201524343,0
1201524339,0
1201524338,0
1201524337,0
1201524336,0
1201524334,0
1201524333,0
1201524332,0
1201524329,0
1201524328,0
1201524325,0
1201524322,0
1201524319,0
1201524318,0
1201524312,0
1201524310,0
1201524309,0
1201524308,0
1201524306,0
1201524304,0
1201524303,0
1201524302,0
1201524300,0
1201524298,0
1201524296,0
1201524290,0
1201524289,0
1201524288,0
1201524287,0
1201524285,0
1201524284,0
1201524281,0
1201524278,0
1201524277,0
1201524275,0
1201524273,0
1201524270,0
1201524269,0
1201524266,0
1201524264,0
1201524260,0
1201524262,0
1201524261,0
1201524258,0
1201524255,0
1201524253,0
1201524252,0
1201524249,0
1201524246,0
1201524245,0
1201524243,0
1201524241,0
1201524239,0
1201524238,0
1201524234,0
1201524233,0
1201524232,0
1201524230,0
1201524228,0
1201524225,0
1201524226,0
1201524224,0
1201524221,0
1201524218,0
1201524217,0
1201524216,0
1201524213,0
1201524209,0
1201524207,0
1201524206,0
1201524204,0
1201524202,0
1201524201,0
1201524200,0
1201524198,0
1201524194,0
1201524193,0
1201524188,0
1201524187,0
1201524185,0
1201524184,0
1201524182,0
1201524181,0
1201524178,0
1201524176,0
1201524175,0
1201524173,0
1201524171,0
1201524169,0
1201524168,0
1201524165,0
1201524164,0
1201524163,0
1201524160,0
1201524158,0
1201524156,0
1201524155,0
1201524150,0
1201524149,0
1201524147,0
1201524145,0
1201524144,0
1201524141,0
1201524137,0
1201524136,0
1201524135,0
1201524133,0
1201524132,0
1201524131,0
1201524129,0
1201524128,0
1201524127,0
1201524126,0
1201524125,0
1201524124,0
1201524122,0
1201524121,0
1201524117,0
1201524116,0
1201524114,0
1201524113,0
1201524111,0
1201524108,0
1201524105,0
1201524104,0
1201277024,3
1201256286,0
1201256285,0
1201256284,0
1201256283,0
1201256282,0
1201256281,0
1201256280,0
1201256279,0
1201256278,0
1201256277,0
1201256276,0
1201256275,0
1201256274,0
1201256273,0
1201256272,0
1201256271,0
1201256270,0
1201256269,0
1201256268,0
1201256267,0
1201256266,0
1201256265,0
1201256264,0
1201256263,0
1201256262,0
1201256261,0
1201256260,0
1201256259,0
1201256258,0
1201256257,0
1201256256,0
1201256255,0
1201256254,0
1201256253,0
1201256252,0
1201256251,0
1201256250,0
1201256249,0
1201256248,0
1201256247,0
1201256246,0
1201256245,0
1201256244,0
1201256243,0
1201256242,0
1201256241,0
1201256239,0
1201256240,0
1201256238,0
1201256237,0
1201256236,0
1201256235,0
1201256234,0
1201256233,0
1201256232,0
1201256231,0
1201256230,0
1201256229,0
1201256228,0
1201256227,0
1201256226,0
1201256225,0
1201256224,0
1201256223,0
1201256222,0
1201256221,0
1201256220,0
1201079765,0
1200990156,0
1200990155,0
1200990154,0
1200990153,0
1200990152,0
1200990151,0
1200990150,0
1200990149,0
1200990148,0
1200990147,0
1200990146,0
1200990145,0
1200990144,0
1200990143,0
1200990142,0
1200990141,0
1200990140,0
1200990139,0
1200990138,0
1200990137,0
1200990136,0
1200990135,0
1200990134,0
1200990133,0
1200990132,0
1200990131,0
1200990130,0
1200990129,0
1200990128,0
1200990127,0
1200990126,0
1200990125,0
1200990124,0
1200990123,0
1200990122,0
1200990121,0
1200990120,0
1200990119,0
1200990118,0
1200990117,0
1200990115,Unexpected Score: 296
1200989955,0
1200989953,0
1200989954,0
1200989952,0
1200989951,0
1200989950,0
1200989949,0
1200989947,0
1200989948,0
1200989946,0
1200989945,0
1200989944,0
1200193762,0
1200193761,0
1200193760,0
1200128172,0
1199587607,0
1199575476,0
1199575475,0
1199575474,0
1199575473,0
1199575472,0
1199575471,0
1199575470,0
1199575469,0
1199575468,0
1199575467,0
1203171180,4
1203158988,0
1202799381,0
1202250055,0
1202186297,0
1202186296,0
1202186295,0
1202186294,0
1202186292,0
1202186291,0
1202186287,0
1202186286,0
1202186285,0
1202186284,0
1202186282,0
1202186281,0
1202186280,0
1202186279,0
1202186277,0
1202186274,0
1202186269,0
1202186268,0
1202186263,0
1202186251,0
1202186250,5
1202186249,1
1202186248,0
1202186247,0
1202186245,0
1202186244,4
1202186243,1
1202186242,0
1202186241,0
1202186238,5
1202186237,0
1202186236,0
1202186233,0
1202186232,3
1202186231,0
1202186228,0
1202186226,0
1202186225,0
1202186224,0
1202186223,0
1202186222,0
1202186220,0
1202186219,3
1202186217,0
1202186216,0
1201524719,0
1201524718,0
1201524716,0
1201524714,0
1201524712,0
1201524711,0
1201524708,0
1201524706,0
1201524705,0
1201524701,0
1201524700,0
1201524699,0
1201524694,0
1201524693,0
1201524692,0
1201524689,0
1201524686,0
1201524685,0
1201524684,0
1201524681,5
1201524677,0
1201524675,0
1201524674,0
1201524673,0
1201524670,0
1201524669,0
1201524668,0
1201524667,0
1201524663,0
1201524661,0
1201524659,0
1201524656,0
1201524654,0
1201524652,0
1201524651,0
1201524649,0
1201524648,0
1201524647,0
1201524644,0
1201524642,0
1201524637,0
1201524634,0
1201524635,0
1201524632,0
1201524629,0
1201524628,0
1201524625,0
1201524623,0
1201524621,0
1201524619,0
1201524618,0
1201524616,0
1201524613,0
